episode,reward,length,win
1244,947.6000,169,0
1245,118.2000,20,0
1246,684.1000,82,0
1247,148.0000,22,0
1248,570.4000,83,0
1249,98.7000,16,0
1250,850.8000,142,0
1251,272.9000,33,0
1252,258.7000,36,0
1253,322.9000,44,0
1254,159.6000,22,0
1255,986.0000,227,0
1256,533.7000,79,0
1257,118.9000,20,0
1258,400.5000,85,0
1259,359.4000,73,0
1260,101.7000,21,0
1261,99.8000,27,0
1262,98.6000,20,0
1263,896.4000,120,0
1264,251.8000,40,0
1265,311.5000,43,0
1266,680.1000,75,0
1267,222.5000,28,0
1268,804.1000,148,0
1269,242.2000,31,0
1270,908.9000,383,0
1271,573.1000,68,0
1272,533.5000,116,0
1273,516.1000,61,0
1274,991.5000,397,0
1275,191.0000,28,0
1276,117.7000,20,0
1277,205.7000,33,0
1278,369.9000,57,0
1279,718.4000,83,0
1280,243.6000,33,0
1281,76.4000,18,0
1282,721.8000,109,0
1283,241.5000,30,0
1284,491.1000,62,0
1285,735.3000,84,0
1286,256.6000,32,0
1287,1007.6000,218,0
1288,504.3000,70,0
1289,865.9000,123,0
1290,511.2000,59,0
1291,889.2000,132,0
1292,657.5000,86,0
1293,977.3000,312,0
1294,372.2000,51,0
1295,134.3000,31,0
1296,570.1000,71,0
1297,375.2000,54,0
1298,188.2000,30,0
1299,922.9000,220,0
1300,887.6000,204,0
1301,805.1000,191,0
1302,266.4000,38,0
1303,678.4000,83,0
1304,210.2000,27,0
1305,57.6000,12,0
1306,159.6000,22,0
1307,787.4000,120,0
1308,855.1000,140,0
1309,628.2000,72,0
1310,120.6000,20,0
1311,223.2000,31,0
1312,169.3000,26,0
1313,170.1000,23,0
1314,119.2000,20,0
1315,886.0000,182,0
1316,540.3000,68,0
1317,231.5000,43,0
1318,1028.3000,725,0
1319,108.2000,21,0
1320,827.0000,244,0
1321,68.9000,13,0
1322,61.1000,12,0
1323,395.0000,57,0
1324,1003.9000,245,0
1325,681.7000,92,0
1326,266.3000,38,0
1327,960.5000,235,0
1328,484.7000,59,0
1329,777.6000,114,0
1330,569.7000,67,0
1331,57.6000,12,0
1332,259.8000,34,0
1333,96.1000,17,0
1334,736.5000,86,0
1335,672.8000,98,0
1336,745.7000,96,0
1337,57.6000,12,0
1338,134.5000,28,0
1339,178.2000,30,0
1340,212.0000,28,0
1341,525.0000,66,0
1342,57.6000,12,0
1343,355.1000,46,0
1344,301.6000,45,0
1345,164.6000,31,0
1346,147.4000,24,0
1347,853.8000,176,0
1348,472.5000,61,0
1349,108.6000,17,0
1350,889.1000,200,0
1351,938.2000,149,0
1352,781.6000,93,0
1353,708.9000,88,0
1354,149.9000,23,0
1355,828.9000,105,0
1356,870.7000,137,0
1357,977.5000,177,0
1358,108.4000,19,0
1359,216.8000,32,0
1360,98.4000,16,0
1361,963.1000,177,0
1362,57.6000,12,0
1363,166.6000,23,0
1364,782.8000,97,0
1365,57.6000,12,0
1366,231.7000,34,0
1367,322.8000,38,0
1368,68.8000,15,0
1369,57.6000,12,0
1370,57.6000,12,0
1371,836.9000,97,0
1372,69.9000,13,0
1373,737.5000,82,0
1374,88.5000,15,0
1375,817.6000,96,0
1376,524.4000,64,0
1377,108.1000,21,0
1378,169.7000,27,0
1379,246.9000,35,0
1380,763.6000,92,0
1381,170.9000,23,0
1382,785.7000,94,0
1383,242.3000,30,0
1384,153.3000,24,0
1385,967.6000,171,0
1386,873.9000,130,0
1387,817.5000,114,0
1388,300.1000,38,0
1389,453.5000,73,0
1390,872.9000,135,0
1391,248.0000,44,0
1392,690.9000,130,0
1393,88.2000,16,0
1394,933.1000,137,0
1395,128.4000,21,0
1396,768.8000,115,0
1397,984.3000,204,0
1398,752.7000,86,0
1399,86.1000,15,0
1400,877.7000,126,0
1401,385.3000,53,0
1402,463.2000,60,0
1403,1096.9000,475,0
1404,305.1000,43,0
1405,77.8000,19,0
1406,502.6000,65,0
1407,393.4000,49,0
1408,119.3000,24,0
1409,1014.4000,328,0
1410,258.3000,40,0
1411,130.1000,19,0
1412,484.9000,61,0
1413,146.0000,25,0
1414,76.5000,16,0
1415,231.9000,31,0
1416,180.4000,29,0
1417,203.6000,34,0
1418,1004.5000,431,0
1419,515.5000,63,0
1420,129.0000,19,0
1421,68.9000,13,0
1422,146.2000,21,0
1423,367.7000,48,0
1424,89.9000,15,0
1425,129.9000,21,0
1426,129.2000,23,0
1427,547.2000,160,0
1428,139.2000,20,0
1429,88.5000,15,0
1430,875.3000,116,0
1431,57.9000,12,0
1432,80.2000,17,0
1433,919.1000,127,0
1434,976.1000,145,0
1435,1004.6000,377,0
1436,273.3000,40,0
1437,465.9000,75,0
1438,211.4000,32,0
1439,870.3000,102,0
1440,301.3000,55,0
1441,470.9000,60,0
1442,150.5000,21,0
1443,124.4000,19,0
1444,608.9000,88,0
1445,643.9000,78,0
1446,211.7000,27,0
1447,126.9000,24,0
1448,595.1000,78,0
1449,109.1000,18,0
1450,629.9000,76,0
1451,59.7000,14,0
1452,253.3000,42,0
1453,708.6000,81,0
1454,719.6000,357,0
1455,796.1000,91,0
1456,877.6000,156,0
1457,978.2000,235,0
1458,169.3000,27,0
1459,609.7000,101,0
1460,130.1000,19,0
1461,972.0000,410,0
1462,259.4000,41,0
1463,222.7000,49,0
1464,57.6000,12,0
1465,149.7000,21,0
1466,860.1000,115,0
1467,322.8000,38,0
1468,481.9000,60,0
1469,98.0000,20,0
1470,945.1000,153,0
1471,450.5000,56,0
1472,279.3000,47,0
1473,893.5000,144,0
1474,868.5000,115,0
1475,267.8000,35,0
1476,995.8000,174,0
1477,883.1000,144,0
1478,1056.1000,262,0
1479,613.0000,81,0
1480,920.3000,653,0
1481,985.3000,197,0
1482,212.6000,29,0
1483,375.3000,45,0
1484,259.4000,33,0
1485,488.1000,62,0
1486,139.2000,20,0
1487,659.7000,76,0
1488,129.9000,21,0
1489,573.8000,76,0
1490,636.9000,73,0
1491,229.4000,29,0
1492,818.5000,97,0
1493,613.5000,76,0
1494,386.5000,59,0
1495,179.1000,28,0
1496,268.5000,36,0
1497,663.3000,85,0
1498,119.1000,18,0
1499,837.6000,101,0
1500,219.0000,28,0
1501,88.8000,15,0
1502,230.3000,29,0
1503,602.6000,77,0
1504,170.9000,23,0
1505,444.6000,54,0
1506,492.1000,69,0
1507,88.3000,15,0
1508,678.2000,85,0
1509,171.2000,23,0
1510,109.7000,17,0
1511,165.3000,27,0
1512,464.4000,56,0
1513,930.4000,335,0
1514,665.9000,94,0
1515,568.5000,78,0
1516,525.5000,63,0
1517,258.8000,34,0
1518,987.6000,142,0
1519,420.0000,64,0
1520,932.7000,222,0
1521,494.5000,71,0
1522,240.0000,32,0
1523,484.6000,69,0
1524,792.4000,136,0
1525,159.9000,22,0
1526,833.9000,99,0
1527,601.6000,81,0
1528,1000.5000,217,0
1529,57.6000,12,0
1530,137.5000,28,0
1531,239.9000,37,0
1532,68.9000,13,0
1533,382.0000,50,0
1534,841.7000,99,0
1535,231.3000,29,0
1536,387.1000,55,0
1537,505.2000,66,0
1538,875.6000,127,0
1539,231.9000,31,0
1540,1039.8000,322,0
1541,329.8000,50,0
1542,1028.9000,524,0
1543,777.4000,541,0
1544,236.3000,32,0
1545,1078.7000,223,0
1546,215.6000,35,0
1547,403.3000,57,0
1548,757.3000,103,0
1549,699.2000,81,0
1550,58.7000,12,0
1551,973.4000,187,0
1552,198.1000,28,0
1553,633.4000,82,0
1554,1002.5000,188,0
1555,308.8000,40,0
1556,781.1000,86,0
1557,185.8000,27,0
1558,939.6000,227,0
1559,685.9000,102,0
1560,681.5000,234,0
1561,734.9000,135,0
1562,259.8000,34,0
1563,148.0000,25,0
1564,388.4000,53,0
1565,971.4000,145,0
1566,932.6000,138,0
1567,496.8000,59,0
1568,393.1000,47,0
1569,128.0000,29,0
1570,53.0000,14,0
1571,882.5000,155,0
1572,865.4000,166,0
1573,1026.4000,168,0
1574,159.6000,22,0
1575,629.7000,70,0
1576,567.3000,73,0
1577,881.6000,121,0
1578,951.6000,148,0
1579,343.5000,44,0
1580,609.5000,70,0
1581,749.8000,95,0
1582,969.1000,156,0
1583,1086.7000,518,0
1584,595.6000,76,0
1585,189.8000,29,0
1586,527.0000,62,0
1587,959.7000,368,0
1588,76.4000,14,0
1589,899.5000,141,0
1590,231.3000,29,0
1591,956.2000,153,0
1592,811.5000,98,0
1593,104.9000,27,0
1594,1051.5000,413,0
1595,240.6000,32,0
1596,181.1000,24,0
1597,262.0000,34,0
1598,158.5000,24,0
1599,304.1000,38,0
1600,138.8000,24,0
1601,119.7000,20,0
1602,593.5000,91,0
1603,68.1000,13,0
1604,461.5000,60,0
1605,57.9000,12,0
1606,404.9000,47,0
1607,613.0000,85,0
1608,232.1000,29,0
1609,804.5000,361,0
1610,483.7000,66,0
1611,606.7000,75,0
1612,675.4000,83,0
1613,888.2000,117,0
1614,441.1000,74,0
1615,997.6000,355,0
1616,88.8000,15,0
1617,66.2000,16,0
1618,208.9000,28,0
1619,915.2000,206,0
1620,130.1000,19,0
1621,139.2000,20,0
1622,210.6000,27,0
1623,259.5000,40,0
1624,119.9000,18,0
1625,223.9000,31,0
1626,800.1000,109,0
1627,57.6000,12,0
1628,725.2000,94,0
1629,1065.1000,240,0
1630,866.7000,123,0
1631,57.6000,12,0
1632,68.1000,13,0
1633,483.6000,56,0
1634,498.8000,60,0
1635,98.5000,18,0
1636,305.3000,48,0
1637,664.9000,78,0
1638,946.9000,466,0
1639,782.5000,179,0
1640,175.4000,69,0
1641,787.7000,105,0
1642,957.8000,289,0
1643,963.8000,262,0
1644,56.6000,12,0
1645,182.9000,24,0
1646,998.7000,151,0
1647,415.1000,63,0
1648,196.1000,30,0
1649,891.2000,122,0
1650,77.0000,14,0
1651,47.5000,13,0
1652,139.2000,20,0
1653,550.3000,65,0
1654,599.4000,81,0
1655,1083.1000,404,0
1656,358.3000,47,0
1657,454.3000,55,0
1658,78.7000,22,0
1659,88.6000,18,0
1660,379.5000,48,0
1661,185.1000,40,0
1662,950.8000,148,0
1663,231.1000,31,0
1664,56.6000,12,0
1665,108.5000,21,0
1666,921.7000,131,0
1667,1096.7000,357,0
1668,156.2000,28,0
1669,109.5000,19,0
1670,606.1000,71,0
1671,912.7000,546,0
1672,261.9000,34,0
1673,158.0000,26,0
1674,910.7000,171,0
1675,194.4000,28,0
1676,581.9000,74,0
1677,106.8000,19,0
1678,1004.0000,429,0
1679,1019.7000,216,0
1680,279.2000,36,0
1681,66.4000,15,0
1682,516.8000,63,0
1683,269.3000,36,0
1684,154.0000,26,0
1685,723.5000,92,0
1686,613.5000,77,0
1687,616.9000,78,0
1688,431.9000,55,0
1689,176.3000,24,0
1690,892.2000,126,0
1691,211.7000,27,0
1692,974.2000,235,0
1693,229.3000,34,0
1694,161.0000,22,0
1695,852.5000,105,0
1696,120.1000,19,0
1697,197.5000,26,0
1698,597.4000,102,0
1699,901.5000,168,0
1700,805.8000,147,0
1701,231.5000,36,0
1702,939.5000,170,0
1703,486.6000,59,0
1704,147.3000,28,0
1705,882.2000,381,0
1706,763.6000,424,0
1707,575.8000,78,0
1708,481.0000,60,0
1709,303.9000,37,0
1710,621.3000,79,0
1711,282.2000,43,0
1712,454.7000,54,0
1713,556.1000,69,0
1714,118.2000,20,0
1715,876.4000,142,0
1716,837.7000,122,0
1717,931.8000,115,0
1718,453.4000,56,0
1719,498.9000,86,0
1720,109.3000,21,0
1721,80.3000,18,0
1722,481.3000,61,0
1723,850.0000,107,0
1724,160.7000,22,0
1725,397.6000,53,0
1726,644.5000,126,0
1727,341.9000,42,0
1728,597.3000,72,0
1729,97.1000,18,0
1730,45.2000,13,0
1731,240.2000,51,0
1732,932.3000,151,0
1733,160.7000,22,0
1734,106.8000,19,0
1735,59.1000,14,0
1736,96.7000,19,0
1737,945.2000,140,0
1738,590.1000,79,0
1739,508.4000,67,0
1740,835.6000,122,0
1741,953.2000,157,0
1742,97.8000,18,0
1743,473.5000,56,0
1744,569.5000,74,0
1745,107.8000,23,0
1746,774.7000,156,0
1747,120.4000,22,0
1748,11.2000,16,0
1749,150.5000,21,0
1750,454.3000,55,0
1751,108.8000,19,0
1752,382.9000,49,0
1753,1020.0000,317,0
1754,618.7000,72,0
1755,61.1000,12,0
1756,180.3000,24,0
1757,1100.8000,249,0
1758,543.8000,65,0
1759,672.0000,89,0
1760,633.8000,89,0
1761,443.2000,76,0
1762,76.6000,15,0
1763,1177.9000,271,0
1764,945.3000,289,0
1765,50.6000,26,0
1766,218.7000,30,0
1767,821.1000,91,0
1768,783.4000,95,0
1769,124.7000,19,0
1770,228.8000,37,0
1771,811.6000,105,0
1772,93.6000,18,0
1773,797.7000,101,0
1774,981.5000,154,0
1775,465.7000,89,0
1776,967.2000,124,0
1777,266.9000,35,0
1778,318.3000,50,0
1779,97.8000,18,0
1780,515.6000,63,0
1781,190.2000,25,0
1782,953.8000,230,0
1783,56.1000,17,0
1784,152.6000,28,0
1785,1019.2000,374,0
1786,1054.3000,265,0
1787,584.4000,76,0
1788,155.2000,34,0
1789,683.0000,89,0
1790,849.1000,107,0
1791,442.6000,62,0
1792,612.3000,85,0
1793,907.5000,165,0
1794,588.8000,70,0
1795,423.8000,64,0
1796,690.4000,78,0
1797,117.5000,21,0
1798,138.6000,22,0
1799,739.2000,87,0
1800,209.2000,33,0
1801,215.6000,34,0
1802,444.9000,54,0
1803,961.2000,890,0
1804,190.4000,30,0
1805,299.8000,55,0
1806,57.3000,18,0
1807,452.6000,57,0
1808,462.1000,183,0
1809,695.5000,92,0
1810,996.7000,179,0
1811,38.4000,12,0
1812,714.2000,82,0
1813,949.2000,146,0
1814,260.2000,40,0
1815,718.8000,86,0
1816,763.3000,101,0
1817,79.1000,14,0
1818,820.5000,113,0
1819,431.4000,61,0
1820,654.5000,89,0
1821,939.8000,147,0
1822,845.6000,111,0
1823,608.2000,74,0
1824,768.5000,94,0
1825,592.1000,84,0
1826,772.8000,103,0
1827,174.6000,28,0
1828,767.9000,97,0
1829,192.3000,30,0
1830,476.5000,66,0
1831,311.9000,44,0
1832,679.5000,88,0
1833,610.7000,73,0
1834,272.5000,48,0
1835,1026.4000,219,0
1836,1003.7000,366,0
1837,170.2000,32,0
1838,463.8000,58,0
1839,196.5000,30,0
1840,678.8000,79,0
1841,246.1000,33,0
1842,160.0000,29,0
1843,816.2000,124,0
1844,526.3000,62,0
1845,143.2000,27,0
1846,1111.6000,365,0
1847,250.5000,46,0
1848,216.7000,36,0
1849,585.5000,72,0
1850,126.7000,22,0
1851,1020.6000,311,0
1852,217.2000,38,0
1853,908.4000,124,0
1854,220.1000,60,0
1855,68.9000,13,0
1856,1049.2000,270,0
1857,249.6000,36,0
1858,1016.4000,290,0
1859,761.4000,92,0
1860,669.9000,91,0
1861,260.1000,34,0
1862,556.1000,84,0
1863,760.5000,120,0
1864,178.1000,25,0
1865,846.3000,127,0
1866,496.1000,56,0
1867,422.8000,52,0
1868,608.3000,70,0
1869,224.8000,34,0
1870,762.3000,120,0
1871,952.9000,204,0
1872,1010.7000,186,0
1873,454.1000,53,0
1874,604.9000,84,0
1875,811.3000,99,0
1876,524.8000,67,0
1877,586.8000,68,0
1878,119.7000,20,0
1879,756.5000,86,0
1880,76.2000,16,0
1881,153.7000,22,0
1882,170.6000,43,0
1883,160.1000,28,0
1884,251.1000,37,0
1885,656.1000,83,0
1886,964.8000,173,0
1887,233.2000,39,0
1888,214.6000,37,0
1889,194.1000,29,0
1890,792.5000,95,0
1891,504.8000,79,0
1892,969.6000,657,0
1893,209.2000,33,0
1894,159.6000,22,0
1895,520.0000,60,0
1896,1080.5000,232,0
1897,829.8000,97,0
1898,199.4000,26,0
1899,76.1000,15,0
1900,1034.8000,345,0
1901,408.4000,52,0
1902,988.7000,383,0
1903,257.0000,40,0
1904,118.9000,20,0
1905,57.6000,12,0
1906,616.4000,73,0
1907,927.5000,121,0
1908,78.0000,17,0
1909,118.7000,19,0
1910,97.9000,20,0
1911,863.2000,150,0
1912,502.0000,62,0
1913,828.9000,103,0
1914,217.6000,36,0
1915,51.7000,28,0
1916,596.7000,67,0
1917,115.3000,31,0
1918,792.8000,100,0
1919,786.8000,97,0
1920,958.3000,213,0
1921,875.3000,112,0
1922,65.2000,15,0
1923,577.3000,71,0
1924,778.0000,97,0
1925,679.4000,89,0
1926,409.1000,49,0
1927,1042.7000,368,0
1928,102.8000,23,0
1929,82.0000,21,0
1930,186.9000,29,0
1931,480.6000,64,0
1932,68.9000,13,0
1933,252.3000,33,0
1934,1032.5000,388,0
1935,963.6000,153,0
1936,98.4000,16,0
1937,676.1000,81,0
1938,552.3000,82,0
1939,453.4000,58,0
1940,996.4000,161,0
1941,74.5000,15,0
1942,925.2000,224,0
1943,899.4000,115,0
1944,240.2000,41,0
1945,452.4000,53,0
1946,960.9000,169,0
1947,382.8000,48,0
1948,737.9000,95,0
1949,881.5000,111,0
1950,570.3000,78,0
1951,962.4000,156,0
1952,983.0000,168,0
1953,898.8000,149,0
1954,158.8000,26,0
1955,514.6000,65,0
1956,822.5000,110,0
1957,270.5000,36,0
1958,99.8000,16,0
1959,150.5000,21,0
1960,916.8000,135,0
1961,126.6000,27,0
1962,180.2000,26,0
1963,564.1000,70,0
1964,129.4000,21,0
1965,616.1000,77,0
1966,913.8000,144,0
1967,977.5000,138,0
1968,965.9000,538,0
1969,201.5000,26,0
1970,922.6000,163,0
1971,124.8000,21,0
1972,897.6000,132,0
1973,489.0000,63,0
1974,625.4000,78,0
1975,952.0000,133,0
1976,779.7000,89,0
1977,1006.3000,154,0
1978,550.6000,67,0
1979,594.4000,73,0
1980,90.3000,25,0
1981,520.1000,61,0
1982,556.6000,69,0
1983,279.9000,38,0
1984,443.5000,54,0
1985,292.9000,35,0
1986,521.8000,64,0
1987,513.9000,59,0
1988,1009.5000,231,0
1989,1113.3000,266,0
1990,656.5000,75,0
1991,693.5000,81,0
1992,995.1000,165,0
1993,646.5000,89,0
1994,752.2000,89,0
1995,766.9000,92,0
1996,109.7000,17,0
1997,1002.0000,194,0
1998,567.1000,66,0
1999,118.8000,18,0
2000,800.0000,99,0
2001,646.5000,81,0
2002,94.3000,18,0
2003,247.5000,35,0
2004,149.5000,23,0
2005,919.4000,242,0
2006,511.2000,62,0
2007,416.7000,54,0
2008,137.8000,20,0
2009,732.7000,99,0
2010,675.9000,77,0
2011,287.6000,51,0
2012,60.5000,12,0
2013,710.2000,92,0
2014,140.3000,20,0
2015,727.4000,90,0
2016,811.0000,104,0
2017,569.6000,67,0
2018,800.4000,102,0
2019,998.1000,227,0
2020,797.3000,89,0
2021,660.0000,75,0
2022,500.7000,66,0
2023,97.2000,18,0
2024,825.7000,122,0
2025,887.5000,124,0
2026,914.3000,116,0
2027,721.2000,96,0
2028,941.3000,117,0
2029,818.9000,134,0
2030,169.3000,28,0
2031,167.3000,25,0
2032,106.5000,17,0
2033,448.7000,62,0
2034,991.1000,191,0
2035,999.2000,560,0
2036,66.6000,15,0
2037,107.9000,17,0
2038,798.0000,97,0
2039,319.2000,49,0
2040,1061.6000,181,0
2041,638.6000,74,0
2042,98.8000,18,0
2043,830.7000,100,0
2044,327.9000,46,0
2045,1093.2000,244,0
2046,239.6000,38,0
2047,168.5000,27,0
2048,566.0000,76,0
2049,168.9000,28,0
2050,962.4000,364,0
2051,941.4000,223,0
2052,88.8000,62,0
2053,564.6000,72,0
2054,465.6000,58,0
2055,136.0000,20,0
2056,254.6000,40,0
2057,108.5000,17,0
2058,441.1000,57,0
2059,97.8000,18,0
2060,374.6000,52,0
2061,465.4000,62,0
2062,1022.9000,206,0
2063,255.1000,39,0
2064,923.1000,114,0
2065,896.4000,122,0
2066,195.5000,35,0
2067,924.3000,160,0
2068,68.1000,13,0
2069,350.8000,46,0
2070,109.7000,17,0
2071,571.0000,69,0
2072,98.4000,16,0
2073,516.9000,63,0
2074,119.9000,18,0
2075,383.9000,54,0
2076,229.7000,31,0
2077,818.9000,95,0
2078,432.1000,51,0
2079,588.1000,97,0
2080,1055.7000,217,0
2081,1025.1000,192,0
2082,130.5000,21,0
2083,76.4000,14,0
2084,826.5000,105,0
2085,70.3000,15,0
2086,160.7000,22,0
2087,874.4000,111,0
2088,1093.8000,218,0
2089,696.1000,144,0
2090,976.8000,125,0
2091,965.5000,159,0
2092,493.2000,63,0
2093,882.9000,157,0
2094,684.3000,82,0
2095,679.8000,77,0
2096,903.8000,111,0
2097,1036.6000,142,0
2098,464.5000,54,0
2099,881.4000,113,0
2100,140.3000,20,0
2101,76.1000,15,0
2102,802.3000,106,0
2103,896.2000,127,0
2104,938.3000,152,0
2105,119.1000,20,0
2106,521.0000,62,0
2107,694.7000,81,0
2108,1021.1000,202,0
2109,616.1000,79,0
2110,154.8000,22,0
2111,339.3000,49,0
2112,1021.6000,226,0
2113,781.1000,116,0
2114,161.0000,23,0
2115,983.9000,168,0
2116,130.0000,20,0
2117,939.9000,129,0
2118,669.5000,114,0
2119,425.5000,59,0
2120,109.5000,17,0
2121,66.5000,13,0
2122,314.2000,38,0
2123,133.4000,26,0
2124,239.8000,37,0
2125,226.1000,29,0
2126,76.6000,15,0
2127,171.2000,23,0
2128,106.5000,21,0
2129,616.2000,74,0
2130,307.3000,43,0
2131,610.5000,82,0
2132,118.3000,22,0
2133,310.6000,40,0
2134,520.4000,64,0
2135,856.1000,98,0
2136,281.4000,34,0
2137,130.1000,19,0
2138,119.9000,18,0
2139,217.6000,39,0
2140,764.9000,100,0
2141,190.9000,28,0
2142,634.6000,76,0
2143,99.8000,16,0
2144,915.1000,109,0
2145,749.4000,107,0
2146,881.7000,113,0
2147,76.4000,14,0
2148,581.6000,73,0
2149,790.7000,94,0
2150,722.5000,84,0
2151,76.7000,14,0
2152,55.8000,14,0
2153,872.9000,112,0
2154,445.2000,56,0
2155,828.1000,92,0
2156,647.4000,80,0
2157,235.5000,36,0
2158,435.1000,60,0
2159,889.3000,125,0
2160,721.8000,88,0
2161,482.2000,58,0
2162,300.9000,38,0
2163,896.3000,161,0
2164,372.7000,50,0
2165,894.3000,102,0
2166,119.8000,19,0
2167,672.5000,77,0
2168,352.0000,43,0
2169,187.9000,25,0
2170,606.6000,84,0
2171,47.4000,13,0
2172,299.9000,42,0
2173,139.2000,20,0
2174,259.8000,39,0
2175,880.6000,111,0
2176,241.1000,30,0
2177,170.9000,26,0
2178,1016.0000,160,0
2179,76.7000,14,0
2180,119.9000,18,0
2181,916.7000,106,0
2182,76.7000,14,0
2183,59.6000,12,0
2184,150.5000,21,0
2185,1055.1000,170,0
2186,994.3000,211,0
2187,944.4000,169,0
2188,676.7000,83,0
2189,242.0000,32,0
2190,142.3000,21,0
2191,179.8000,24,0
2192,512.6000,68,0
2193,891.0000,108,0
2194,160.1000,24,0
2195,1076.6000,264,0
2196,106.9000,18,0
2197,159.6000,22,0
2198,315.2000,44,0
2199,938.1000,126,0
2200,221.7000,30,0
2201,933.0000,125,0
2202,887.6000,99,0
2203,198.9000,28,0
2204,780.5000,161,0
2205,1016.9000,189,0
2206,129.4000,22,0
2207,130.2000,21,0
2208,913.3000,463,0
2209,98.4000,16,0
2210,965.1000,244,0
2211,159.6000,22,0
2212,1086.4000,241,0
2213,797.0000,89,0
2214,689.0000,78,0
2215,713.4000,95,0
2216,720.1000,106,0
2217,67.3000,17,0
2218,466.2000,57,0
2219,125.1000,19,0
2220,575.0000,71,0
2221,1004.3000,133,0
2222,873.6000,127,0
2223,657.7000,80,0
2224,267.9000,35,0
2225,215.5000,32,0
2226,968.2000,124,0
2227,65.5000,16,0
2228,281.8000,36,0
2229,792.5000,113,0
2230,139.2000,20,0
2231,702.9000,90,0
2232,221.1000,31,0
2233,652.0000,83,0
2234,75.3000,15,0
2235,280.6000,40,0
2236,1114.4000,285,0
2237,454.9000,58,0
2238,118.8000,18,0
2239,222.2000,28,0
2240,218.4000,34,0
2241,927.9000,130,0
2242,157.7000,28,0
2243,190.2000,25,0
2244,250.8000,31,0
2245,68.1000,13,0
2246,603.8000,82,0
2247,189.5000,26,0
2248,598.9000,71,0
2249,795.5000,94,0
2250,484.0000,57,0
2251,505.7000,72,0
2252,495.0000,59,0
2253,979.3000,322,0
2254,229.2000,36,0
2255,118.8000,18,0
2256,433.5000,51,0
2257,69.2000,13,0
2258,768.9000,98,0
2259,130.1000,19,0
2260,666.3000,120,0
2261,724.2000,83,0
2262,330.2000,42,0
2263,68.5000,15,0
2264,523.1000,62,0
2265,118.8000,18,0
2266,1021.0000,175,0
2267,782.8000,88,0
2268,323.1000,42,0
2269,127.3000,20,0
2270,1046.0000,182,0
2271,148.0000,22,0
2272,479.4000,62,0
2273,266.4000,37,0
2274,973.0000,437,0
2275,197.5000,28,0
2276,779.3000,90,0
2277,1025.9000,191,0
2278,1010.0000,124,0
2279,486.9000,67,0
2280,274.8000,41,0
2281,502.9000,66,0
2282,57.4000,14,0
2283,1025.0000,153,0
2284,57.6000,12,0
2285,379.6000,44,0
2286,578.7000,71,0
2287,650.5000,78,0
2288,1038.0000,136,0
2289,1035.3000,154,0
2290,119.9000,18,0
2291,541.6000,70,0
2292,118.8000,18,0
2293,231.7000,33,0
2294,327.3000,52,0
2295,462.5000,58,0
2296,455.3000,69,0
2297,582.7000,72,0
2298,625.5000,72,0
2299,1032.9000,183,0
2300,461.1000,60,0
2301,673.6000,92,0
2302,936.6000,141,0
2303,146.4000,22,0
2304,1012.7000,195,0
2305,802.3000,116,0
2306,231.7000,29,0
2307,777.2000,107,0
2308,247.2000,38,0
2309,86.1000,16,0
2310,647.4000,76,0
2311,78.2000,15,0
2312,539.9000,61,0
2313,1083.9000,181,0
2314,414.0000,49,0
2315,180.0000,24,0
2316,147.7000,22,0
2317,828.7000,100,0
2318,159.4000,24,0
2319,573.5000,67,0
2320,168.2000,27,0
2321,987.8000,123,0
2322,78.2000,15,0
2323,547.3000,65,0
2324,1049.1000,195,0
2325,301.8000,45,0
2326,430.0000,60,0
2327,890.7000,125,0
2328,209.5000,29,0
2329,719.4000,81,0
2330,635.3000,74,0
2331,538.3000,62,0
2332,646.4000,72,0
2333,323.0000,41,0
2334,1065.1000,299,0
2335,68.1000,13,0
2336,623.5000,76,0
2337,423.7000,54,0
2338,84.5000,15,0
2339,1074.0000,211,0
2340,266.2000,37,0
2341,792.7000,89,0
2342,159.3000,24,0
2343,586.2000,70,0
2344,992.1000,130,0
2345,1104.5000,227,0
2346,231.9000,31,0
2347,1010.5000,127,0
2348,884.9000,104,0
2349,131.0000,24,0
2350,189.2000,25,0
2351,240.8000,32,0
2352,108.3000,20,0
2353,709.5000,83,0
2354,696.0000,79,0
2355,108.0000,19,0
2356,258.0000,37,0
2357,662.9000,76,0
2358,976.9000,131,0
2359,130.1000,19,0
2360,550.2000,158,0
2361,342.3000,45,0
2362,645.2000,76,0
2363,79.1000,14,0
2364,974.7000,125,0
2365,586.4000,72,0
2366,129.0000,19,0
2367,1102.0000,201,0
2368,879.2000,109,0
2369,76.4000,14,0
2370,601.2000,71,0
2371,718.0000,88,0
2372,971.6000,145,0
2373,211.7000,30,0
2374,343.1000,42,0
2375,900.4000,133,0
2376,829.7000,100,0
2377,343.9000,40,0
2378,762.5000,114,0
2379,595.5000,71,0
2380,485.5000,70,0
2381,1066.7000,156,0
2382,963.4000,137,0
2383,-4.7000,8,0
2384,792.2000,107,0
2385,658.9000,279,0
2386,1030.2000,137,0
2387,209.6000,27,0
2388,393.1000,49,0
2389,128.3000,24,0
2390,777.1000,89,0
2391,1108.5000,228,0
2392,239.9000,32,0
2393,510.1000,60,0
2394,159.0000,24,0
2395,270.2000,44,0
2396,697.3000,83,0
2397,1135.8000,270,0
2398,57.5000,13,0
2399,738.7000,87,0
2400,887.5000,112,0
2401,1015.7000,144,0
2402,574.9000,69,0
