episode,reward,win
1166,59.69999999999999,0
1167,59.48999999999997,0
1168,89.5999999999999,0
1169,68.63000000000002,0
1170,10.850000000000003,0
1171,93.51999999999988,0
1172,19.889999999999983,0
1173,29.87999999999998,0
1174,66.72999999999995,0
1175,63.72,0
1176,155.98000000000008,1
1177,8.99,0
1178,108.34999999999981,0
1179,145.01000000000096,0
1180,38.800000000000004,0
1181,92.42999999999998,0
1182,59.21999999999997,0
1183,154.8400000000002,1
1184,7.960000000000001,0
1185,52.53000000000003,0
1186,30.81000000000001,0
1187,134.8199999999998,0
1188,70.57000000000002,0
1189,0.9900000000000002,0
1190,70.35999999999993,0
1191,94.56999999999995,0
1192,131.16999999999985,0
1193,41.78999999999999,0
1194,155.9800000000003,1
1195,21.949999999999996,0
1196,153.41999999999902,1
1197,41.739999999999995,0
1198,6.870000000000003,0
1199,42.78000000000001,0
1200,155.60999999999996,1
1201,77.64999999999996,0
1202,42.699999999999996,0
1203,155.85999999999999,1
1204,155.54999999999978,1
1205,36.89,0
1206,100.31999999999981,0
1207,78.5199999999999,0
1208,138.93999999999994,0
1209,155.1200000000007,1
1210,55.49000000000003,0
1211,154.87000000000108,1
1212,122.26999999999977,0
1213,154.68000000000103,1
1214,93.23999999999982,0
1215,112.15999999999993,0
1216,8.940000000000001,0
1217,138.71999999999963,0
1218,29.75,0
1219,155.26000000000022,1
1220,142.4200000000009,0
1221,40.8,0
1222,39.910000000000004,0
1223,22.849999999999987,0
1224,118.06999999999972,0
1225,93.53999999999995,0
1226,6.810000000000004,0
1227,156.01000000000016,1
1228,81.4999999999999,0
1229,7.9300000000000015,0
1230,5.98,0
1231,38.84000000000001,0
1232,155.60000000000034,1
1233,88.53999999999992,0
1234,141.5299999999999,0
1235,76.79999999999998,0
1236,155.24000000000035,1
1237,90.57999999999988,0
1238,67.64999999999999,0
1239,99.41999999999987,0
1240,47.730000000000004,0
1241,32.8,0
1242,17.0,0
1243,130.82999999999996,0
1244,9.99,0
1245,117.22999999999972,0
1246,155.23999999999955,1
1247,68.34000000000003,0
1248,118.26999999999985,0
1249,3.950000000000001,0
1250,125.16999999999982,0
1251,66.74999999999999,0
1252,154.91000000000082,1
1253,82.6199999999999,0
1254,5.98,0
1255,155.59999999999968,1
1256,24.91999999999999,0
1257,155.8300000000002,1
1258,52.830000000000034,0
1259,155.10000000000076,1
1260,23.899999999999988,0
1261,155.8599999999998,1
1262,41.689999999999976,0
1263,15.799999999999972,0
1264,155.95999999999978,1
1265,154.54000000000127,1
1266,154.82000000000096,1
1267,112.97999999999755,0
1268,102.25999999999986,0
1269,43.79000000000001,0
1270,29.829999999999984,0
1271,49.76000000000003,0
1272,137.90000000000015,0
1273,154.98000000000093,1
1274,23.86999999999999,0
1275,155.57000000000036,1
1276,155.63000000000062,1
1277,155.5900000000003,1
1278,155.47000000000045,1
1279,105.38999999999984,0
1280,9.920000000000002,0
1281,49.669999999999995,0
1282,155.81999999999996,1
1283,156.0,1
1284,18.899999999999995,0
1285,154.6100000000015,1
1286,81.45999999999991,0
1287,155.68999999999983,1
1288,25.84999999999998,0
1289,14.859999999999996,0
1290,23.789999999999978,0
1291,128.13999999999987,0
1292,155.76999999999992,1
1293,124.95999999999978,0
1294,86.57999999999988,0
1295,106.20999999999964,0
1296,139.9500000000001,0
1297,155.5500000000003,1
1298,151.96000000000393,1
1299,57.64000000000001,0
1300,106.3499999999998,0
1301,32.89000000000001,0
1302,14.869999999999997,0
1303,155.87000000000015,1
1304,77.36999999999989,0
1305,132.12999999999988,0
1306,155.46000000000083,1
1307,-1.0099999999999998,0
1308,123.85000000000025,0
1309,107.44999999999983,0
1310,54.80000000000001,0
1311,14.859999999999989,0
1312,122.31999999999984,0
1313,138.73999999999995,0
1314,89.73999999999994,0
1315,112.06999999999975,0
1316,8.0,0
1317,155.6200000000004,1
1318,155.60000000000062,1
1319,155.69000000000045,1
1320,154.17000000000206,1
1321,109.35999999999984,0
1322,129.2399999999999,0
1323,155.8700000000002,1
1324,154.37000000000182,1
1325,145.39000000000019,0
1326,48.75000000000002,0
1327,144.78000000000034,0
1328,32.88000000000001,0
1329,113.2799999999999,0
1330,5.99,0
1331,38.82,0
1332,143.7400000000003,0
1333,154.35000000000156,1
1334,5.0,0
1335,143.64000000000155,0
1336,155.81000000000017,1
1337,37.81000000000001,0
1338,132.11000000000166,0
1339,49.72000000000004,0
1340,37.829999999999984,0
1341,64.66,0
1342,155.66000000000054,1
1343,55.870000000000005,0
1344,155.6900000000003,1
1345,58.809999999999995,0
1346,99.4999999999999,0
1347,90.42999999999998,0
1348,155.0400000000008,1
1349,156.0999999999999,1
1350,155.67000000000007,1
1351,119.08999999999973,0
1352,155.32999999999998,1
1353,144.2100000000002,0
1354,95.45999999999987,0
1355,155.38000000000042,1
1356,56.79000000000003,0
1357,33.81999999999999,0
1358,73.47999999999998,0
1359,156.07000000000016,1
1360,155.79999999999984,1
1361,64.79999999999995,0
1362,154.51000000000147,1
1363,152.04000000000366,1
1364,60.72000000000001,0
1365,116.20999999999977,0
1366,155.3400000000005,1
1367,45.92999999999999,0
1368,155.53000000000065,1
1369,95.44999999999982,0
1370,108.43999999999983,0
1371,82.43999999999994,0
1372,125.78999999999951,0
1373,96.61999999999986,0
1374,145.64000000000038,0
1375,155.82000000000028,1
1376,118.4099999999998,0
1377,155.5999999999999,1
1378,10.96,0
1379,48.64000000000004,0
1380,37.87,0
1381,155.2600000000006,1
1382,134.07999999999998,0
1383,77.72999999999996,0
1384,16.929999999999993,0
1385,156.0000000000001,1
1386,155.59000000000032,1
1387,113.19999999999975,0
1388,142.49000000000146,0
1389,103.54999999999998,0
1390,47.70000000000002,0
1391,10.910000000000002,0
1392,64.58999999999999,0
1393,50.810000000000024,0
1394,69.77000000000001,0
1395,116.37999999999982,0
1396,129.03000000000011,0
1397,9.97,0
1398,114.20999999999975,0
1399,145.79000000000016,0
1400,115.08999999999972,0
1401,155.65999999999988,1
1402,29.819999999999993,0
1403,141.8499999999998,0
1404,37.75999999999999,0
1405,73.48999999999998,0
1406,154.69000000000125,1
1407,106.53999999999986,0
1408,70.51999999999991,0
1409,13.919999999999991,0
1410,6.920000000000002,0
1411,41.77,0
1412,70.75999999999998,0
1413,64.63,0
1414,155.5300000000005,1
1415,156.03999999999985,1
1416,5.950000000000001,0
1417,19.95,0
1418,131.37999999999937,0
1419,126.33999999999992,0
1420,19.929999999999993,0
1421,11.929999999999993,0
1422,78.73,0
1423,25.85999999999998,0
1424,18.82999999999999,0
1425,22.869999999999983,0
1426,21.789999999999978,0
1427,155.6300000000001,1
1428,47.850000000000016,0
1429,155.94999999999976,1
1430,155.74000000000007,1
1431,143.48999999999995,0
1432,96.33999999999992,0
1433,155.8500000000002,1
1434,155.38,1
1435,104.62999999999994,0
1436,155.07000000000073,1
1437,76.58999999999995,0
1438,144.91000000000037,0
1439,9.98,0
1440,154.3300000000014,1
1441,119.15999999999973,0
1442,50.86000000000001,0
1443,141.70999999999998,0
1444,2.9800000000000004,0
1445,24.959999999999997,0
1446,9.930000000000001,0
1447,79.69999999999995,0
1448,77.50999999999983,0
1449,156.03000000000043,1
1450,110.63999999999993,0
1451,100.21999999999974,0
1452,15.959999999999997,0
1453,155.8200000000001,1
1454,155.6900000000001,1
1455,155.66999999999985,1
1456,142.87999999999994,0
1457,57.88000000000001,0
1458,140.86000000000018,0
1459,43.78000000000001,0
1460,130.18999999999977,0
1461,155.74000000000012,1
1462,156.03000000000014,1
1463,31.870000000000005,0
1464,121.32999999999977,0
1465,7.960000000000001,0
1466,24.91999999999999,0
1467,39.81000000000004,0
1468,61.63000000000001,0
1469,155.51000000000056,1
1470,131.20999999999992,0
1471,140.6300000000003,0
1472,57.769999999999996,0
1473,10.97,0
1474,5.970000000000001,0
1475,155.3699999999999,1
1476,115.40999999999993,0
1477,155.41999999999967,1
1478,49.76000000000003,0
1479,155.33999999999946,1
1480,52.830000000000005,0
1481,6.99,0
1482,126.34999999999991,0
1483,123.1899999999998,0
1484,155.6200000000003,1
1485,153.4400000000023,1
1486,155.33000000000058,1
1487,81.70999999999994,0
1488,83.63999999999992,0
1489,155.4900000000006,1
1490,37.80999999999999,0
1491,89.47999999999985,0
1492,155.75000000000045,1
1493,155.49000000000046,1
1494,155.87,1
1495,72.62999999999994,0
1496,33.77999999999998,0
1497,23.919999999999995,0
1498,155.87000000000046,1
1499,136.71999999999997,0
1500,125.17999999999984,0
1501,116.37999999999977,0
1502,88.61999999999988,0
1503,155.8599999999997,1
1504,71.55999999999989,0
1505,68.69999999999997,0
1506,155.80000000000015,1
1507,156.03000000000023,1
1508,155.05000000000103,1
1509,155.6800000000004,1
1510,13.919999999999991,0
1511,137.81,0
1512,155.51999999999998,1
1513,154.1600000000015,1
1514,28.87999999999999,0
1515,27.87000000000001,0
1516,143.82000000000033,0
1517,155.92000000000024,1
1518,113.33999999999986,0
1519,155.89000000000038,1
1520,13.919999999999995,0
1521,155.09000000000088,1
1522,155.53000000000014,1
1523,132.82999999999979,0
1524,97.66999999999989,0
1525,120.03999999999975,0
1526,58.70999999999999,0
1527,89.67999999999996,0
1528,64.66999999999999,0
1529,155.6900000000003,1
1530,2.99,0
1531,155.76000000000045,1
1532,59.650000000000006,0
1533,154.7300000000014,1
1534,86.51999999999988,0
1535,5.910000000000002,0
1536,11.96,0
1537,155.7700000000005,1
1538,114.14999999999971,0
1539,18.899999999999988,0
1540,134.08999999999997,0
1541,155.4500000000005,1
1542,124.03,0
1543,28.92,0
1544,58.65,0
1545,144.8400000000011,0
1546,8.930000000000001,0
1547,156.0100000000001,1
1548,29.799999999999983,0
1549,127.13000000000085,0
1550,154.8100000000014,1
1551,154.75000000000114,1
1552,126.39999999999992,0
1553,25.929999999999993,0
1554,155.77000000000027,1
1555,155.4400000000009,1
1556,88.5299999999999,0
1557,24.889999999999983,0
1558,155.5100000000004,1
1559,155.82000000000022,1
1560,142.80000000000047,0
1561,155.99999999999991,1
1562,155.74000000000032,1
1563,155.52000000000083,1
1564,156.02000000000007,1
1565,134.2099999999998,0
1566,156.18000000000012,1
1567,102.48999999999988,0
1568,100.6099999999999,0
1569,156.19000000000014,1
1570,155.7300000000003,1
1571,155.95000000000005,1
1572,9.850000000000003,0
1573,155.96000000000043,1
1574,108.2099999999997,0
1575,102.2499999999999,0
1576,88.55999999999989,0
1577,28.90999999999999,0
1578,155.58999999999975,1
1579,142.06000000000023,0
1580,76.57000000000002,0
1581,145.01000000000005,0
1582,19.899999999999995,0
1583,39.87,0
1584,35.949999999999996,0
1585,121.38999999999973,0
1586,13.98,0
1587,17.74999999999997,0
1588,155.46000000000066,1
1589,135.26999999999984,0
1590,155.83000000000044,1
1591,56.780000000000015,0
1592,155.9300000000003,1
1593,51.64000000000004,0
1594,129.28999999999996,0
1595,67.66999999999993,0
1596,155.34000000000063,1
1597,155.83000000000038,1
1598,44.80000000000001,0
1599,72.53999999999996,0
1600,126.48999999999995,0
1601,155.56000000000083,1
1602,142.77000000000044,0
1603,46.84000000000002,0
1604,51.640000000000036,0
1605,155.82000000000016,1
1606,14.919999999999991,0
1607,23.939999999999998,0
1608,136.2199999999998,0
1609,152.73000000000314,1
1610,155.9200000000004,1
1611,109.49999999999989,0
1612,141.0299999999998,0
1613,27.839999999999975,0
1614,54.77000000000001,0
1615,155.56999999999982,1
1616,155.89999999999975,1
1617,155.8400000000005,1
1618,155.97999999999996,1
1619,156.06000000000012,1
1620,123.2499999999998,0
1621,155.67999999999972,1
1622,13.929999999999993,0
1623,110.53999999999984,0
1624,139.07000000000005,0
1625,42.850000000000016,0
1626,3.9700000000000006,0
1627,155.35000000000065,1
1628,126.0,0
1629,29.82999999999999,0
1630,50.88000000000001,0
1631,49.69000000000003,0
1632,73.36999999999992,0
1633,144.71,0
1634,154.8300000000012,1
1635,7.970000000000001,0
1636,138.35000000000076,0
1637,59.770000000000024,0
1638,68.68000000000004,0
1639,28.869999999999997,0
1640,103.42999999999978,0
1641,155.4000000000004,1
1642,91.68999999999996,0
1643,15.90999999999999,0
1644,155.83000000000013,1
1645,132.35999999999984,0
1646,156.18000000000012,1
1647,155.59000000000054,1
1648,24.549999999999937,0
1649,155.76000000000042,1
1650,38.84,0
1651,105.55000000000001,0
1652,155.70999999999987,1
1653,51.76000000000003,0
1654,155.51000000000022,1
1655,155.84000000000032,1
1656,130.22999999999985,0
1657,59.769999999999996,0
1658,140.58000000000067,0
1659,41.83000000000001,0
1660,124.31999999999982,0
1661,155.85999999999964,1
1662,154.75000000000134,1
1663,15.939999999999994,0
1664,24.919999999999987,0
1665,96.65999999999994,0
1666,155.6600000000003,1
1667,156.00999999999976,1
1668,155.58999999999983,1
1669,154.12000000000157,1
1670,155.71999999999963,1
1671,155.66000000000074,1
1672,122.88000000000147,0
1673,155.74000000000044,1
1674,41.9,0
1675,35.83,0
1676,36.83,0
1677,139.05000000000007,0
1678,155.06000000000108,1
1679,39.81000000000001,0
1680,136.12,0
1681,138.05999999999995,0
1682,134.1499999999997,0
1683,134.98000000000036,0
1684,155.0700000000009,1
1685,155.75000000000017,1
1686,155.36000000000018,1
1687,129.21999999999986,0
1688,155.0000000000008,1
1689,43.629999999999974,0
1690,58.81000000000001,0
1691,28.899999999999984,0
1692,131.2,0
1693,65.71999999999996,0
1694,73.70999999999991,0
1695,155.88000000000017,1
1696,130.92999999999986,0
1697,155.90000000000003,1
1698,23.869999999999983,0
1699,60.57000000000001,0
1700,37.84,0
1701,135.11999999999983,0
1702,116.27999999999992,0
1703,31.87000000000001,0
1704,104.41999999999985,0
1705,66.67999999999998,0
1706,118.61999999999989,0
1707,155.5600000000004,1
1708,123.26999999999984,0
1709,19.939999999999994,0
1710,155.28000000000088,1
1711,155.70000000000005,1
1712,140.83000000000047,0
1713,47.90000000000002,0
1714,155.96000000000032,1
1715,43.87000000000001,0
1716,155.98,1
1717,142.97000000000008,0
1718,156.02999999999994,1
1719,138.23999999999998,0
1720,155.86999999999978,1
1721,155.77,1
1722,155.98000000000027,1
1723,25.799999999999986,0
1724,154.7700000000009,1
1725,155.6100000000006,1
1726,127.1799999999997,0
1727,49.83,0
1728,138.83999999999992,0
1729,155.81000000000031,1
1730,139.24000000000547,0
1731,117.52999999999987,0
1732,155.74000000000018,1
1733,136.91000000000022,0
1734,155.92000000000007,1
1735,110.11999999999983,0
1736,155.97000000000008,1
1737,102.45999999999984,0
1738,11.969999999999995,0
1739,141.05000000000024,0
1740,64.81999999999998,0
1741,116.39999999999979,0
1742,9.99,0
1743,117.08999999999963,0
1744,155.91000000000037,1
1745,155.73999999999972,1
1746,155.70000000000013,1
1747,135.00000000000028,0
1748,126.99999999999957,0
1749,6.960000000000001,0
1750,43.560000000000066,0
1751,155.9099999999999,1
1752,155.96000000000038,1
1753,155.4800000000008,1
1754,155.93999999999977,1
1755,153.65000000000214,1
1756,84.53999999999988,0
1757,139.2100000000001,0
1758,118.07999999999964,0
1759,155.89999999999986,1
1760,138.87999999999994,0
1761,155.98000000000022,1
1762,95.59999999999988,0
1763,140.9699999999999,0
1764,132.8500000000005,0
1765,155.68000000000032,1
1766,31.85,0
1767,155.8400000000002,1
1768,155.76000000000022,1
1769,86.67999999999998,0
1770,53.71000000000002,0
1771,121.29999999999967,0
1772,100.44999999999989,0
1773,120.38999999999983,0
1774,125.98000000000013,0
1775,105.31999999999987,0
1776,143.5200000000009,0
1777,141.13999999999984,0
1778,155.68000000000063,1
1779,155.6600000000003,1
1780,154.29000000000147,1
1781,134.4500000000059,0
1782,119.36999999999985,0
1783,155.77000000000012,1
1784,131.11999999999978,0
1785,49.720000000000056,0
1786,115.42999999999981,0
1787,128.56999999999996,0
1788,155.7400000000004,1
1789,138.0600000000004,0
1790,11.959999999999997,0
1791,155.74000000000058,1
1792,4.910000000000002,0
1793,138.73000000000042,0
1794,139.85999999999984,0
1795,155.5600000000001,1
1796,133.20999999999998,0
1797,14.919999999999991,0
1798,33.88999999999999,0
1799,52.59000000000002,0
1800,95.56999999999996,0
1801,155.83999999999997,1
1802,156.02000000000015,1
1803,56.67000000000002,0
1804,155.6700000000006,1
1805,156.04000000000013,1
1806,35.86999999999998,0
1807,37.980000000000004,0
1808,155.33000000000067,1
1809,73.65,0
1810,156.33000000000004,1
1811,155.84999999999982,1
1812,155.47000000000088,1
1813,7.960000000000001,0
1814,139.19999999999987,0
1815,8.98,0
1816,24.939999999999994,0
1817,155.44000000000057,1
1818,156.23000000000013,1
1819,141.8600000000004,0
1820,66.58000000000006,0
1821,156.02000000000044,1
1822,130.26999999999987,0
1823,48.80000000000001,0
1824,119.31999999999982,0
1825,155.7200000000004,1
1826,134.77999999999963,0
1827,155.91,1
1828,118.51999999999981,0
1829,155.37000000000006,1
1830,155.86999999999972,1
1831,128.07999999999984,0
1832,155.95000000000022,1
1833,143.90000000000032,0
1834,80.67999999999991,0
1835,155.7400000000001,1
1836,11.93,0
1837,156.0,1
1838,155.95000000000027,1
1839,32.82000000000001,0
1840,154.68000000000097,1
1841,156.0799999999998,1
1842,135.25000000000006,0
1843,156.08999999999997,1
1844,155.79000000000005,1
1845,79.68999999999996,0
1846,155.8100000000004,1
1847,156.10999999999973,1
1848,155.84000000000063,1
1849,135.10999999999987,0
1850,131.07999999999987,0
1851,96.5899999999999,0
1852,134.9699999999999,0
1853,155.8900000000002,1
1854,155.96999999999997,1
1855,155.77000000000035,1
1856,155.55000000000075,1
1857,26.899999999999988,0
1858,155.82999999999964,1
1859,40.879999999999995,0
1860,156.0500000000003,1
1861,145.6000000000004,0
1862,155.79000000000022,1
1863,155.64999999999998,1
1864,155.82000000000016,1
1865,155.97000000000034,1
1866,39.83000000000001,0
1867,155.8700000000004,1
1868,88.63999999999992,0
1869,155.9899999999999,1
1870,155.8800000000003,1
1871,33.839999999999996,0
1872,156.11000000000007,1
1873,99.60999999999996,0
1874,155.85000000000036,1
1875,28.849999999999994,0
1876,143.4800000000006,0
1877,155.94999999999985,1
1878,5.940000000000001,0
1879,102.2699999999998,0
1880,155.69,1
1881,58.72000000000003,0
1882,154.71000000000103,1
1883,152.91000000000295,1
1884,154.3300000000017,1
1885,133.69999999999993,0
1886,117.65999999999987,0
1887,101.48999999999984,0
1888,155.49000000000075,1
1889,92.63999999999992,0
1890,155.71000000000004,1
1891,155.83000000000015,1
1892,155.92000000000024,1
1893,155.8499999999997,1
1894,51.74000000000002,0
1895,95.46999999999981,0
1896,155.79000000000065,1
1897,129.4799999999999,0
1898,14.95,0
1899,155.4000000000004,1
1900,36.820000000000014,0
1901,76.89999999999999,0
1902,133.0900000000001,0
1903,130.1899999999998,0
1904,137.43000000000004,0
1905,117.20999999999964,0
1906,156.01000000000033,1
1907,155.76000000000067,1
1908,42.92000000000001,0
1909,98.62999999999991,0
1910,78.27999999999975,0
1911,155.7700000000005,1
1912,156.04000000000013,1
1913,103.44999999999986,0
1914,156.33999999999997,1
1915,156.1000000000001,1
1916,110.37999999999975,0
1917,155.47000000000037,1
1918,125.29999999999978,0
1919,154.38000000000162,1
1920,18.91999999999999,0
1921,155.85000000000048,1
1922,138.08000000000027,0
1923,117.51999999999983,0
1924,49.82000000000002,0
1925,107.62999999999988,0
1926,155.96000000000055,1
1927,144.15999999999997,0
1928,156.06999999999994,1
1929,127.17999999999992,0
1930,19.93,0
1931,144.8500000000001,0
1932,155.62000000000054,1
1933,23.80999999999998,0
1934,105.5299999999999,0
1935,155.62999999999977,1
1936,155.82000000000022,1
1937,60.690000000000026,0
1938,154.92000000000075,1
1939,155.9000000000003,1
1940,88.69999999999995,0
1941,155.90999999999988,1
1942,155.93000000000023,1
1943,156.02000000000027,1
1944,109.42999999999992,0
1945,155.74000000000052,1
1946,156.0300000000003,1
1947,29.85,0
1948,155.71000000000072,1
1949,156.0200000000004,1
1950,155.42000000000075,1
1951,136.25000000000023,0
1952,76.64999999999998,0
1953,43.89999999999999,0
1954,155.74000000000035,1
1955,155.98999999999995,1
1956,81.61999999999992,0
1957,155.71000000000018,1
1958,156.0,1
1959,155.71999999999997,1
1960,81.67999999999996,0
1961,140.0800000000001,0
1962,58.82000000000002,0
1963,155.93,1
1964,155.9700000000002,1
1965,155.81999999999985,1
1966,155.91999999999985,1
1967,4.98,0
1968,154.27000000000183,1
1969,102.64999999999996,0
1970,139.2000000000001,0
1971,156.02000000000027,1
1972,10.860000000000003,0
1973,70.78999999999996,0
1974,33.81,0
1975,93.47999999999986,0
1976,155.5100000000005,1
1977,8.940000000000001,0
1978,155.94999999999993,1
1979,10.97,0
1980,155.79000000000042,1
1981,155.89000000000027,1
1982,100.6799999999999,0
1983,44.78000000000003,0
1984,109.63999999999987,0
1985,156.36000000000007,1
1986,144.1000000000002,0
1987,155.73000000000053,1
1988,155.60000000000053,1
1989,155.9600000000005,1
1990,97.35999999999986,0
1991,6.910000000000002,0
1992,94.67999999999991,0
1993,18.939999999999994,0
1994,155.8900000000001,1
1995,91.64999999999993,0
1996,82.55999999999995,0
1997,145.62000000000052,0
1998,138.07000000000016,0
1999,155.80999999999995,1
2000,155.9900000000002,1
