# episode,reward,length,win
677,-44.9000,25,0
678,566.9500,23,1
679,569.3500,23,1
680,568.2000,30,1
681,-51.9000,11,0
682,-42.8000,16,0
683,-55.9000,18,0
684,568.9500,25,1
685,566.7000,34,1
686,567.0000,34,1
687,-42.4000,26,0
688,-44.5000,19,0
689,569.9000,26,1
690,-53.5000,17,0
691,567.8000,32,1
692,-52.7000,7,0
693,569.6500,19,1
694,569.9000,16,1
695,572.6500,17,1
696,-42.0000,27,0
697,-42.7000,16,0
698,570.1000,22,1
699,570.0000,24,1
700,563.4000,40,1
701,565.8000,30,1
702,570.8000,16,1
703,-42.1000,12,0
704,569.5000,22,1
705,570.0500,19,1
706,-52.3000,6,0
707,-42.9000,15,0
708,571.9500,17,1
709,-42.1000,23,0
710,-52.3000,6,0
711,-42.0000,23,0
712,-51.5000,5,0
713,-40.0000,12,0
714,-43.4000,16,0
715,569.3500,23,1
716,-52.4000,7,0
717,571.4500,13,1
718,569.5500,15,1
719,570.5000,24,1
720,571.8000,12,1
721,568.2500,29,1
722,570.9000,14,1
723,567.2500,25,1
724,-51.0000,5,0
725,-43.0000,8,0
726,568.0000,30,1
727,565.9500,29,1
728,-42.5000,32,0
729,-44.4000,27,0
730,568.6000,28,1
731,571.4500,15,1
732,559.6500,63,1
733,-52.8000,12,0
734,562.4000,54,1
735,-41.3000,24,0
736,-39.2000,9,0
737,-46.2000,32,0
738,-53.1000,10,0
739,568.4500,35,1
740,570.6500,15,1
741,572.4500,13,1
742,571.3500,15,1
743,566.8500,23,1
744,570.2000,24,1
745,571.2000,16,1
746,572.4000,12,1
747,-51.1000,6,0
748,-43.5000,23,0
749,571.1000,16,1
750,571.1000,16,1
751,570.8000,12,1
752,571.5500,15,1
753,-51.5000,5,0
754,-43.1000,7,0
755,570.7500,19,1
756,-53.7000,9,0
757,-53.0000,9,0
758,572.0500,13,1
759,571.0500,15,1
760,-42.3000,16,0
761,-42.0000,13,0
762,-41.4000,13,0
763,570.9000,20,1
764,566.4500,37,1
765,571.7500,15,1
766,570.6500,25,1
767,567.1500,37,1
768,571.0500,15,1
769,-41.2000,23,0
770,572.6500,15,1
771,-42.5000,8,0
772,571.4000,14,1
773,569.6000,26,1
774,-42.5000,13,0
775,-40.3000,8,0
776,571.2500,13,1
777,-52.4000,7,0
778,570.9500,13,1
779,-43.0000,8,0
780,-40.5000,16,0
781,567.4000,34,1
782,565.3000,40,1
783,569.7000,22,1
784,571.3500,15,1
785,-51.6000,6,0
786,570.4000,14,1
787,567.2000,24,1
788,-51.6000,6,0
789,566.4000,36,1
790,571.2500,13,1
791,567.3500,25,1
792,-52.2000,7,0
793,568.8000,24,1
794,567.2000,26,1
795,568.4000,26,1
796,567.3500,27,1
797,563.0000,34,1
798,571.1500,17,1
799,571.6500,15,1
800,568.0000,24,1
801,568.2000,28,1
802,-41.7000,12,0
803,-41.8000,15,0
804,-41.9000,17,0
805,570.7000,14,1
806,570.3500,19,1
807,566.0500,37,1
808,570.4500,17,1
809,-52.5000,7,0
810,566.0500,37,1
811,569.4500,17,1
812,-40.7000,14,0
813,569.4000,20,1
814,-40.9000,11,0
815,571.7500,15,1
816,-49.9000,55,0
817,-44.1000,31,0
818,570.1500,23,1
819,570.1500,19,1
820,-51.7000,10,0
821,571.0500,17,1
822,571.4500,25,1
823,-42.1000,27,0
824,569.8000,24,1
825,-45.9000,30,0
826,572.9500,13,1
827,569.0000,18,1
828,564.4000,46,1
829,569.6000,18,1
830,-44.1000,22,0
831,570.2000,18,1
832,572.3500,13,1
833,572.1000,12,1
834,571.4500,15,1
835,570.2000,20,1
836,568.7000,22,1
837,570.4500,19,1
838,571.4500,13,1
839,571.2500,15,1
840,572.1000,12,1
841,-44.0000,24,0
842,569.7000,22,1
843,570.0000,16,1
844,567.8000,38,1
845,-43.9000,31,0
846,-51.6000,6,0
847,572.3500,13,1
848,-42.8000,23,0
849,-43.5000,20,0
850,572.3500,15,1
851,-42.1000,16,0
852,570.5500,19,1
853,-44.4000,22,0
854,-51.6000,6,0
855,571.7000,14,1
856,-44.6000,27,0
857,-53.3000,8,0
858,-54.6000,17,0
859,570.8000,16,1
860,568.8500,21,1
861,-41.5000,12,0
862,569.5500,17,1
863,-51.6000,6,0
864,-46.7000,30,0
865,570.1500,17,1
866,-42.9000,27,0
867,572.1000,12,1
868,568.4500,29,1
869,-45.8000,22,0
870,-52.4000,7,0
871,-46.1000,21,0
872,-42.4000,18,0
873,558.3000,50,1
874,569.9500,21,1
875,569.8000,16,1
876,568.0000,28,1
877,569.9500,19,1
878,569.0500,21,1
879,569.6500,23,1
880,569.0000,20,1
881,570.9000,14,1
882,573.0000,14,1
883,-40.9000,20,0
884,-53.9000,19,0
885,567.6000,26,1
886,571.2500,15,1
887,-46.6000,35,0
888,568.4000,24,1
889,570.6000,18,1
890,-39.7000,8,0
891,572.6500,13,1
892,-42.0000,21,0
893,-42.9000,24,0
894,-41.4000,12,0
895,-43.4000,28,0
896,571.7000,14,1
897,570.7000,18,1
898,-42.0000,8,0
899,-43.5000,28,0
900,566.5000,36,1
901,-40.9000,14,0
902,571.4000,16,1
903,-42.0000,26,0
904,568.8500,25,1
905,565.4000,32,1
906,566.5000,36,1
907,566.7000,32,1
908,567.7500,31,1
909,568.9000,26,1
910,-41.1000,21,0
911,570.8000,16,1
912,-41.8000,16,0
913,-51.6000,11,0
914,569.8000,20,1
915,570.7500,17,1
916,-42.7000,32,0
917,559.5000,62,1
918,568.6000,26,1
919,569.8000,16,1
920,-41.8000,19,0
921,567.3500,23,1
922,568.8500,25,1
923,-40.7000,28,0
924,571.6500,19,1
925,570.4000,18,1
926,-40.7000,8,0
927,570.6000,20,1
928,572.1000,12,1
929,565.6500,31,1
930,-44.3000,28,0
931,570.8500,15,1
932,-44.9000,41,0
933,566.2000,34,1
934,-43.1000,16,0
935,566.1500,39,1
936,571.8000,14,1
937,-42.5000,23,0
938,571.3500,13,1
939,566.8500,41,1
940,-44.2000,37,0
941,-53.6000,10,0
942,-56.5000,26,0
943,566.8500,33,1
944,-52.3000,6,0
945,569.5000,20,1
946,-43.0000,8,0
947,569.6500,23,1
948,560.5500,59,1
949,568.9500,23,1
950,559.2500,61,1
951,567.9000,26,1
952,-55.4000,14,0
953,-52.3000,7,0
954,572.0000,16,1
955,570.0500,17,1
956,566.8500,43,1
957,570.1000,22,1
958,569.8000,18,1
959,-51.6000,6,0
960,567.1500,29,1
961,-39.8000,23,0
962,568.1000,26,1
963,-45.8000,33,0
964,560.4500,55,1
965,569.6500,21,1
966,567.9500,31,1
967,-41.3000,20,0
968,560.3000,52,1
969,569.5500,25,1
970,561.6500,51,1
971,-43.5000,31,0
972,570.2000,20,1
973,567.4500,29,1
974,-44.6000,27,0
975,558.8500,51,1
976,-51.6000,6,0
977,-45.4000,27,0
978,571.6500,15,1
979,565.0000,44,1
980,568.1500,33,1
981,-42.5000,16,0
982,-51.0000,5,0
983,570.9000,16,1
984,-44.7000,30,0
985,567.3000,28,1
986,-41.2000,8,0
987,-51.6000,6,0
988,-52.7000,7,0
989,569.4000,16,1
990,-48.5000,46,0
991,-52.2000,7,0
992,569.0500,25,1
993,565.6000,36,1
994,567.9000,28,1
995,568.8500,23,1
996,571.1500,15,1
997,-41.4000,11,0
998,570.6500,15,1
999,568.5500,21,1
1000,567.5500,21,1
