episode,reward,length,win
699,-53.9000,9,0
700,-42.9000,9,0
701,-45.0000,8,0
702,-54.1000,9,0
703,-53.8000,8,0
704,-43.3000,11,0
705,-48.4000,12,0
706,-44.7000,14,0
707,-42.6000,8,0
708,-42.3000,7,0
709,-48.7000,16,0
710,-61.0000,23,0
711,-54.7000,9,0
712,-54.3000,9,0
713,-53.0000,9,0
714,-58.7000,13,0
715,-55.1000,18,0
716,-46.1000,11,0
717,-57.1000,11,0
718,-47.4000,9,0
719,-54.9000,10,0
720,-57.5000,9,0
721,-48.3000,21,0
722,-42.0000,6,0
723,-54.2000,11,0
724,-46.8000,10,0
725,-58.8000,13,0
726,-50.4000,16,0
727,-62.7000,19,0
728,-42.0000,7,0
729,-45.4000,10,0
730,-42.0000,6,0
731,-50.3000,17,0
732,-42.9000,8,0
733,-55.6000,10,0
734,-48.7000,13,0
735,-62.4000,20,0
736,-62.7000,18,0
737,-42.6000,8,0
738,-42.3000,7,0
739,-46.4000,11,0
740,-46.2000,16,0
741,-42.7000,13,0
742,-43.3000,9,0
743,-44.3000,9,0
744,-42.9000,8,0
745,-45.0000,8,0
746,-65.5000,21,0
747,-46.6000,15,0
748,-46.3000,12,0
749,-48.7000,13,0
750,-55.2000,7,0
751,-45.5000,15,0
752,-60.3000,14,0
753,-45.4000,20,0
754,-54.2000,9,0
755,-63.1000,19,0
756,-42.1000,15,0
757,-56.9000,24,0
758,-45.0000,8,0
759,-49.5000,15,0
760,-43.6000,10,0
761,-44.7000,7,0
762,-42.7000,8,0
763,-42.1000,14,0
764,-54.5000,7,0
765,-48.6000,15,0
766,-60.6000,17,0
767,-58.4000,14,0
768,-45.7000,9,0
769,-43.3000,14,0
770,-42.0000,6,0
771,-56.8000,16,0
772,-43.3000,15,0
773,-42.0000,6,0
774,-43.3000,11,0
775,-45.8000,9,0
776,-43.4000,8,0
777,-43.1000,7,0
778,-45.0000,7,0
779,-60.1000,14,0
780,-53.8000,10,0
781,-53.0000,24,0
782,-42.7000,8,0
783,-42.1000,10,0
784,-42.0000,6,0
785,-68.1000,26,0
786,-52.9000,7,0
787,-65.1000,24,0
788,-45.0000,10,0
789,-54.5000,15,0
790,-44.8000,12,0
791,-51.5000,9,0
792,-45.3000,8,0
793,-48.6000,9,0
794,-54.6000,13,0
795,-46.2000,9,0
796,-42.4000,12,0
797,-42.0000,6,0
798,-45.4000,15,0
799,-45.0000,8,0
800,-53.3000,12,0
801,-53.6000,7,0
802,-42.7000,8,0
803,-54.1000,12,0
804,-46.2000,9,0
805,-49.6000,12,0
806,-44.1000,10,0
807,-42.7000,8,0
808,-44.2000,7,0
809,-59.9000,16,0
810,-55.3000,10,0
811,-42.4000,9,0
812,-53.8000,10,0
813,-43.9000,7,0
814,-53.9000,23,0
815,-62.2000,27,0
816,-57.3000,10,0
817,-43.9000,11,0
818,-56.0000,8,0
819,-45.5000,17,0
820,-57.5000,12,0
821,-53.6000,11,0
822,-45.7000,10,0
823,-46.9000,11,0
824,-42.6000,9,0
825,-52.9000,7,0
826,-45.3000,8,0
827,-42.0000,6,0
828,-45.2000,10,0
829,-45.0000,20,0
830,-44.2000,12,0
831,-48.7000,11,0
832,-49.4000,17,0
833,-42.3000,7,0
834,-52.9000,10,0
835,-47.2000,9,0
836,-45.9000,14,0
837,-43.9000,10,0
838,-58.9000,17,0
839,-47.9000,12,0
840,-43.3000,10,0
841,-73.2000,32,0
842,-55.1000,17,0
843,-43.0000,9,0
844,-45.0000,9,0
845,-52.9000,7,0
846,-59.4000,13,0
847,-54.3000,27,0
848,-52.8000,8,0
849,-53.6000,8,0
850,-43.0000,9,0
851,-43.7000,8,0
852,-45.0000,8,0
853,-49.0000,10,0
854,-56.7000,13,0
855,-42.5000,9,0
856,-52.7000,17,0
857,-46.5000,9,0
858,-48.0000,17,0
859,-53.8000,11,0
860,-53.6000,12,0
861,-53.9000,7,0
862,-62.7000,14,0
863,-46.8000,15,0
864,-43.4000,7,0
865,-46.7000,23,0
866,-42.0000,6,0
867,-42.3000,7,0
868,-42.5000,10,0
869,-53.5000,7,0
870,-54.0000,10,0
871,-53.9000,7,0
872,-55.3000,10,0
873,-52.4000,7,0
874,-45.8000,8,0
875,-51.1000,25,0
876,-43.7000,8,0
877,-46.9000,9,0
878,-61.1000,13,0
879,-57.6000,17,0
880,-42.7000,10,0
881,-62.5000,18,0
882,-51.3000,19,0
883,-44.7000,22,0
884,-43.1000,11,0
885,-53.1000,8,0
886,-42.3000,7,0
887,-43.2000,13,0
888,-55.0000,9,0
889,-60.2000,11,0
890,-53.9000,7,0
891,-42.3000,7,0
892,-54.0000,12,0
893,-53.1000,8,0
894,-42.0000,6,0
895,-53.8000,8,0
896,-53.1000,9,0
897,-55.8000,10,0
898,-42.0000,6,0
899,-42.0000,6,0
900,-45.3000,8,0
901,-55.3000,10,0
902,-45.4000,9,0
903,-55.4000,10,0
904,-43.7000,12,0
905,-46.2000,18,0
906,-44.7000,7,0
907,-46.8000,21,0
908,-42.3000,7,0
909,-52.7000,8,0
910,-54.8000,10,0
911,-58.0000,12,0
912,-42.0000,6,0
913,-42.0000,7,0
914,-45.0000,7,0
915,-52.8000,18,0
916,-45.7000,10,0
917,-46.8000,10,0
918,-42.5000,11,0
919,-61.0000,17,0
920,-42.6000,13,0
921,-47.1000,13,0
922,-55.9000,11,0
923,-58.2000,11,0
924,-43.1000,7,0
925,-44.2000,7,0
926,-43.4000,7,0
927,-54.8000,10,0
928,-42.0000,6,0
929,-42.6000,7,0
930,-42.5000,9,0
931,-45.3000,8,0
932,-53.2000,6,0
933,-43.4000,8,0
934,-45.7000,14,0
935,-54.8000,11,0
936,-55.4000,12,0
937,-46.9000,14,0
938,-54.2000,10,0
939,-63.8000,28,0
940,-53.6000,9,0
941,-44.5000,14,0
942,-42.6000,8,0
943,-42.1000,9,0
944,-57.9000,14,0
945,-43.4000,7,0
946,-54.2000,11,0
947,-47.9000,11,0
948,-54.5000,11,0
949,-42.3000,7,0
950,-42.0000,6,0
951,-46.6000,15,0
952,-42.3000,7,0
953,-54.0000,13,0
954,-45.3000,17,0
955,-43.4000,7,0
956,-50.2000,14,0
957,-53.5000,10,0
958,-42.3000,7,0
959,-42.3000,7,0
960,-46.7000,12,0
961,-46.1000,9,0
962,-43.4000,8,0
963,-52.7000,14,0
964,-56.5000,8,0
965,-57.4000,41,0
966,-42.7000,9,0
967,-47.5000,17,0
968,-52.5000,6,0
969,-47.3000,12,0
970,-55.2000,7,0
971,-45.6000,21,0
972,-54.4000,13,0
973,-42.7000,8,0
974,-43.7000,9,0
975,-46.4000,12,0
976,-52.7000,7,0
977,-42.3000,7,0
978,-45.7000,10,0
979,-53.6000,18,0
980,-53.4000,7,0
981,-57.3000,11,0
982,-56.6000,16,0
983,-51.1000,16,0
984,-71.0000,22,0
985,-41.8000,8,0
986,-42.7000,13,0
987,-43.4000,7,0
988,-53.0000,9,0
989,-46.8000,19,0
990,-46.9000,14,0
991,-44.6000,9,0
992,-51.6000,14,0
993,-54.2000,16,0
994,-53.3000,11,0
995,-44.2000,8,0
996,-50.3000,26,0
997,-43.6000,9,0
998,-55.5000,10,0
999,-48.0000,12,0
1000,-53.2000,8,0
