# episode,reward,length,win
1,-10.8000,43,0
2,134.7000,523,0
3,325.0000,189,0
4,37.0000,20,0
5,34.2000,31,0
6,578.0000,472,0
7,234.4000,81,0
8,-12.6000,60,0
9,108.8000,31,0
10,70.3000,17,0
